Customer Name,Email,Photo Type,Purchase Date,Month,Price USD,Country,Payment Method,Referral Source,Customer Segment,Shoot Day,Shoot Time
Haley Humphrey,katrinaanderson@example.net,Event,2024-09-19,2024-09,1105.17,United States,Cash,Email Campaign,New Customer,Sunday,15:00
Caleb Hernandez,fernandodonovan@example.org,Product,2025-03-07,2025-03,511.57,Canada,Credit Card,Referral,Returning Customer,Monday,14:00
Stephanie Singleton,james84@example.org,Real Estate,2024-08-12,2024-08,372.74,United States,Bank Transfer,Email Campaign,New Customer,Wednesday,09:30
Anna Davidson,georgeweber@example.net,Portrait,2024-11-22,2024-11,329.42,Canada,Cash,Google Search,Business Client,Tuesday,18:30
Amanda Shields,williamsdarlene@example.net,Product,2024-08-09,2024-08,568.91,United States,Credit Card,Email Campaign,Returning Customer,Thursday,12:00
Kenneth Montgomery,jimenezcourtney@example.com,Portrait,2024-07-13,2024-07,350.27,United States,Apple Pay,Email Campaign,Business Client,Tuesday,10:00
David Aguirre,eevans@example.net,Wedding,2024-11-28,2024-11,1600.85,Canada,Cash,Direct Visit,New Customer,Friday,17:00
John Harris,larryhiggins@example.net,Wedding,2024-04-29,2024-04,2174.88,United States,Apple Pay,Instagram,Returning Customer,Saturday,19:00
James Hodges,floressteven@example.com,Portrait,2025-04-04,2025-04,312.39,United States,PayPal,Referral,Returning Customer,Tuesday,10:00
Anthony Dougherty,kwright@example.com,Product,2024-09-19,2024-09,270.66,Canada,PayPal,Direct Visit,New Customer,Wednesday,14:00
Cheryl Moore,tjimenez@example.com,Product,2025-03-15,2025-03,494.72,United States,Cash,Instagram,Business Client,Monday,10:00
Kathy Levy,brandywilliams@example.com,Portrait,2024-04-16,2024-04,171.95,United States,Apple Pay,Direct Visit,New Customer,Wednesday,16:30
Martha Ruiz,booneryan@example.com,Wedding,2024-10-06,2024-10,1736.26,Canada,Apple Pay,Instagram,New Customer,Friday,14:00
Holly Morales,michaelroberts@example.com,Wedding,2024-12-30,2024-12,1708.32,Canada,Apple Pay,Direct Visit,New Customer,Friday,11:00
Diana Hays,andersoncolin@example.com,Real Estate,2024-10-09,2024-10,375.82,United States,Bank Transfer,Referral,Occasional Buyer,Friday,09:30
Todd Fischer,carriemorales@example.org,Event,2025-01-23,2025-01,773.13,United States,PayPal,Facebook,Returning Customer,Sunday,19:00
Gary Wells,ghernandez@example.org,Portrait,2024-04-24,2024-04,320.03,United States,PayPal,Referral,Returning Customer,Wednesday,13:00
Carla Ewing,brittney88@example.net,Product,2024-08-06,2024-08,698.83,Canada,PayPal,Instagram,New Customer,Friday,10:00
Karen Smith,emily69@example.com,Event,2024-10-04,2024-10,611.42,Canada,PayPal,Email Campaign,Occasional Buyer,Saturday,12:00
Melissa Johnson,pbaker@example.net,Wedding,2025-01-24,2025-01,2437.53,United States,Apple Pay,Direct Visit,New Customer,Saturday,11:00
Lauren Jackson,rhernandez@example.org,Event,2024-11-05,2024-11,948.57,United States,Credit Card,Google Search,New Customer,Saturday,19:00
Ashley Smith,robert63@example.com,Event,2024-04-19,2024-04,819.09,Canada,Apple Pay,Email Campaign,New Customer,Friday,19:00
Kaitlyn Charles,thorntonapril@example.net,Product,2024-10-08,2024-10,527.35,United States,Cash,Facebook,New Customer,Wednesday,12:00
Kelly Edwards,stevepatel@example.net,Event,2024-08-04,2024-08,442.27,Canada,PayPal,Facebook,Returning Customer,Sunday,15:00
Michelle Schneider,chelsea33@example.com,Wedding,2024-08-15,2024-08,2577.54,Canada,PayPal,Facebook,Returning Customer,Friday,17:00
William Evans,janet75@example.com,Wedding,2024-10-29,2024-10,1862.61,United States,PayPal,Google Search,New Customer,Saturday,19:00
Rebecca Hill,berryamy@example.com,Product,2024-08-13,2024-08,718.5,United States,Bank Transfer,Direct Visit,Business Client,Thursday,10:00
Regina Roberts,stephanie15@example.com,Wedding,2025-02-01,2025-02,1739.01,Canada,Bank Transfer,Referral,New Customer,Sunday,19:00
Cindy Clayton,sarah42@example.org,Product,2024-12-04,2024-12,503.27,Canada,Credit Card,Google Search,New Customer,Tuesday,10:00
Dana Santiago,danawilliams@example.com,Portrait,2024-11-19,2024-11,360.71,United States,Credit Card,Referral,New Customer,Thursday,16:30
Michael Taylor,richarddonovan@example.com,Wedding,2024-08-06,2024-08,2048.67,Canada,Credit Card,Direct Visit,Returning Customer,Saturday,11:00
Victor Morris,velezchristopher@example.net,Portrait,2024-09-29,2024-09,222.15,Canada,Apple Pay,Email Campaign,Returning Customer,Thursday,18:30
Sarah Johnson,robertmonroe@example.org,Wedding,2024-07-01,2024-07,1645.02,Canada,PayPal,Instagram,Returning Customer,Saturday,17:00
Jon Zuniga,nancy04@example.net,Portrait,2025-04-07,2025-04,160.06,Canada,Cash,Direct Visit,New Customer,Monday,13:00
Frances Gibson,ismall@example.net,Event,2024-11-14,2024-11,763.96,Canada,PayPal,Referral,Occasional Buyer,Saturday,19:00
Brian Martin,twong@example.org,Event,2024-09-26,2024-09,569.31,Canada,Apple Pay,Facebook,New Customer,Saturday,19:00
Edward Craig,gregorychase@example.com,Wedding,2024-04-13,2024-04,1996.86,Canada,Credit Card,Direct Visit,New Customer,Saturday,19:00
Angie Caldwell,tinawoods@example.org,Stock Photo License,2025-02-04,2025-02,64.15,United States,Credit Card,Direct Visit,New Customer,Friday,17:00
Jeremy Adams,kevin90@example.com,Portrait,2024-04-10,2024-04,330.3,United States,Credit Card,Direct Visit,Occasional Buyer,Thursday,13:00
Amy Wilson,erik84@example.net,Wedding,2024-12-03,2024-12,1528.41,Canada,PayPal,Referral,Returning Customer,Saturday,14:00
Elizabeth Mendez,susanmendoza@example.com,Event,2024-05-20,2024-05,724.44,United States,Apple Pay,Instagram,Returning Customer,Thursday,19:00
Jennifer Dunn,ztodd@example.net,Stock Photo License,2025-01-06,2025-01,48.92,United States,Cash,Direct Visit,New Customer,Thursday,15:00
Melanie Larson,foxallison@example.com,Portrait,2025-02-04,2025-02,343.0,United States,PayPal,Facebook,Returning Customer,Wednesday,18:30
Amy Kelley,ashleyhernandez@example.com,Wedding,2024-05-06,2024-05,2959.37,United States,Cash,Facebook,New Customer,Saturday,17:00
Michael Love,gdavis@example.com,Portrait,2025-02-14,2025-02,383.62,United States,Apple Pay,Email Campaign,Returning Customer,Wednesday,16:30
Jose Bryant,hansenemily@example.com,Product,2025-01-28,2025-01,436.72,Canada,Credit Card,Facebook,Occasional Buyer,Wednesday,10:00
Robert Reese,williamsmelvin@example.org,Wedding,2024-12-28,2024-12,2886.01,United States,PayPal,Direct Visit,New Customer,Saturday,19:00
Steven Andersen,ajohnson@example.org,Portrait,2024-10-23,2024-10,217.91,United States,Credit Card,Email Campaign,Occasional Buyer,Monday,13:00
Veronica Brewer,ybrooks@example.com,Wedding,2025-01-14,2025-01,1849.25,Canada,Credit Card,Email Campaign,Business Client,Saturday,17:00
Jaime Vega,desireebailey@example.org,Wedding,2025-02-20,2025-02,2325.53,Canada,Cash,Email Campaign,New Customer,Sunday,19:00
Cameron Irwin,avilatiffany@example.com,Stock Photo License,2025-04-06,2025-04,41.06,United States,Apple Pay,Email Campaign,Business Client,Monday,11:00
Kim Morrow,stevenmoore@example.org,Product,2024-12-10,2024-12,747.94,United States,Credit Card,Referral,Business Client,Tuesday,12:00
Ashley Pacheco,bmendez@example.org,Wedding,2025-03-17,2025-03,2623.5,United States,Credit Card,Facebook,Returning Customer,Friday,17:00
Andrew Harper,sanchezbradley@example.com,Wedding,2024-06-22,2024-06,2974.49,United States,Apple Pay,Referral,New Customer,Saturday,19:00
Scott Brown,jim95@example.net,Real Estate,2024-07-02,2024-07,265.34,Canada,PayPal,Google Search,Business Client,Thursday,13:30
Erica Turner,valerieboyd@example.com,Real Estate,2024-11-12,2024-11,383.89,Canada,Cash,Direct Visit,New Customer,Tuesday,09:30
Travis Hobbs,conniesimmons@example.com,Portrait,2024-07-26,2024-07,173.85,Canada,PayPal,Google Search,New Customer,Tuesday,18:30
Mason James,heather62@example.com,Wedding,2024-04-25,2024-04,2630.63,United States,Bank Transfer,Email Campaign,New Customer,Sunday,17:00
Kara Atkinson,meredith27@example.org,Wedding,2024-08-23,2024-08,2501.68,Canada,Apple Pay,Email Campaign,Business Client,Saturday,14:00
Kristin Anderson,jonathanrivera@example.org,Event,2024-10-30,2024-10,874.84,United States,PayPal,Instagram,New Customer,Saturday,15:00
Anna Hardy,brettbennett@example.net,Portrait,2025-03-11,2025-03,397.21,Canada,Apple Pay,Email Campaign,Business Client,Wednesday,18:30
Chelsea Gill,timothybooth@example.com,Real Estate,2024-11-14,2024-11,440.17,Canada,Apple Pay,Email Campaign,New Customer,Friday,09:30
Christy Lee,burgesskaren@example.org,Product,2024-07-27,2024-07,267.33,United States,Apple Pay,Direct Visit,New Customer,Friday,14:00
Jennifer Allen,kimberly67@example.net,Wedding,2024-12-18,2024-12,2280.51,Canada,Credit Card,Direct Visit,New Customer,Saturday,14:00
Ian Andrade,ugarcia@example.com,Wedding,2024-12-01,2024-12,1697.92,Canada,Bank Transfer,Email Campaign,New Customer,Saturday,11:00
Dale Edwards,hartjeffrey@example.org,Wedding,2025-01-11,2025-01,1504.52,United States,Cash,Facebook,Business Client,Saturday,11:00
Lauren Cortez,elijah53@example.com,Portrait,2024-04-13,2024-04,165.06,United States,Bank Transfer,Referral,New Customer,Monday,18:30
Juan Harding,jonathan77@example.com,Wedding,2024-11-02,2024-11,2462.29,Canada,Cash,Referral,Business Client,Friday,19:00
Caroline Cortez,iwhite@example.net,Product,2024-06-08,2024-06,425.39,Canada,Credit Card,Instagram,Occasional Buyer,Friday,10:00
Sara Jones,duranrobert@example.net,Portrait,2025-03-24,2025-03,181.84,United States,Bank Transfer,Referral,Returning Customer,Tuesday,10:00
Alexa Wagner,bruce97@example.net,Portrait,2024-07-01,2024-07,282.98,Canada,Bank Transfer,Instagram,New Customer,Tuesday,13:00
Juan Smith,amanda40@example.net,Product,2024-10-03,2024-10,635.01,Canada,Apple Pay,Google Search,New Customer,Monday,10:00
Renee Browning,hullalice@example.org,Wedding,2025-01-30,2025-01,2390.92,United States,Credit Card,Referral,New Customer,Saturday,11:00
Robin Adams,zmiller@example.com,Portrait,2024-06-17,2024-06,338.6,Canada,PayPal,Email Campaign,Returning Customer,Monday,13:00
Courtney Sutton DVM,davisnicholas@example.net,Portrait,2024-10-31,2024-10,343.13,Canada,PayPal,Email Campaign,Returning Customer,Wednesday,13:00
Michele Miller,vnewman@example.net,Portrait,2024-09-29,2024-09,218.79,Canada,Apple Pay,Referral,New Customer,Friday,13:00
Stephanie Ellison,jasonparrish@example.net,Wedding,2025-03-31,2025-03,2464.97,Canada,Cash,Instagram,New Customer,Saturday,17:00
Benjamin Frost,whitemelissa@example.org,Wedding,2024-09-29,2024-09,2306.89,Canada,PayPal,Referral,Occasional Buyer,Saturday,14:00
Nicole Marquez,thickman@example.org,Portrait,2025-03-25,2025-03,391.95,Canada,PayPal,Facebook,New Customer,Friday,13:00
Sarah Rhodes,patrick21@example.net,Event,2024-10-31,2024-10,1130.0,United States,Credit Card,Facebook,New Customer,Saturday,12:00
Brent Hall,petersonkayla@example.net,Event,2025-01-05,2025-01,335.59,United States,Cash,Instagram,Business Client,Thursday,12:00
Alyssa Nelson,whenry@example.net,Wedding,2024-08-31,2024-08,2935.53,United States,Cash,Instagram,Returning Customer,Saturday,14:00
Michael Guerrero,bartonkenneth@example.org,Event,2025-03-18,2025-03,656.97,Canada,Bank Transfer,Referral,New Customer,Friday,19:00
Christian Dawson,jodistewart@example.org,Event,2024-12-24,2024-12,577.58,Canada,Cash,Google Search,Business Client,Saturday,19:00
Jill Juarez,andersonjacob@example.com,Event,2024-05-11,2024-05,985.47,Canada,Bank Transfer,Referral,New Customer,Saturday,12:00
Ashley Davis,carlsonkristen@example.com,Product,2024-10-28,2024-10,644.75,Canada,Bank Transfer,Instagram,New Customer,Monday,12:00
Richard Hardy,ashleyjackson@example.com,Wedding,2024-04-12,2024-04,2354.68,Canada,Cash,Email Campaign,Returning Customer,Saturday,17:00
Derrick Thomas,ryanfisher@example.com,Portrait,2024-06-09,2024-06,192.06,United States,Apple Pay,Referral,New Customer,Wednesday,13:00
Tony Le,mwheeler@example.com,Product,2025-01-19,2025-01,794.19,United States,Credit Card,Email Campaign,New Customer,Monday,14:00
Travis Cook,vbrock@example.com,Wedding,2024-05-17,2024-05,1706.24,United States,Credit Card,Instagram,Returning Customer,Saturday,11:00
Shannon Mccann,kevinmorrison@example.net,Portrait,2024-08-08,2024-08,304.46,Canada,Credit Card,Google Search,Returning Customer,Friday,18:30
Vincent Novak,jessica79@example.org,Portrait,2024-06-20,2024-06,154.18,United States,Apple Pay,Email Campaign,Returning Customer,Wednesday,16:30
Richard Diaz,brittanygardner@example.net,Real Estate,2024-08-05,2024-08,554.89,United States,PayPal,Instagram,Returning Customer,Monday,09:30
Nicholas Hahn,samuelcarter@example.net,Wedding,2025-01-13,2025-01,2031.66,Canada,Cash,Referral,Returning Customer,Friday,11:00
Rebecca Chambers,cynthiaallen@example.net,Stock Photo License,2024-05-03,2024-05,36.29,United States,Credit Card,Referral,New Customer,Monday,17:00
James Cole,iaguilar@example.net,Portrait,2024-06-03,2024-06,164.03,United States,Cash,Referral,Returning Customer,Monday,13:00
Jennifer Johnson,jacqueline89@example.net,Wedding,2025-03-11,2025-03,2965.99,United States,PayPal,Email Campaign,Business Client,Sunday,11:00
David Ortega,deborahwilliams@example.net,Portrait,2025-03-08,2025-03,161.64,United States,PayPal,Facebook,New Customer,Monday,16:30
Paul Sheppard,grodriguez@example.com,Wedding,2024-12-11,2024-12,1716.29,United States,Bank Transfer,Instagram,Returning Customer,Friday,19:00
Kristin Watts,seanmyers@example.net,Portrait,2024-06-28,2024-06,362.36,Canada,PayPal,Email Campaign,Business Client,Friday,16:30
Haley Johnson,phillipssamantha@example.org,Portrait,2024-11-09,2024-11,393.58,Canada,PayPal,Google Search,New Customer,Monday,10:00
Brenda Collins,hmueller@example.com,Real Estate,2024-05-20,2024-05,577.43,United States,Bank Transfer,Referral,New Customer,Thursday,11:00
Nathan Chavez,evanslisa@example.org,Portrait,2024-08-13,2024-08,385.29,Canada,Credit Card,Direct Visit,New Customer,Thursday,13:00
Brian Marsh,zacharyarnold@example.com,Wedding,2024-04-16,2024-04,1610.26,United States,Cash,Facebook,New Customer,Saturday,19:00
Crystal Sullivan,jacobsandoval@example.com,Wedding,2024-10-29,2024-10,2914.44,United States,PayPal,Google Search,New Customer,Saturday,17:00
Christina Vargas,nsmith@example.org,Portrait,2024-04-18,2024-04,288.69,United States,Credit Card,Facebook,Returning Customer,Thursday,10:00
Rebecca Ray,michaelgonzalez@example.org,Portrait,2024-07-18,2024-07,346.11,Canada,Cash,Referral,Business Client,Thursday,10:00
Kelsey Fowler,lcarr@example.org,Event,2024-07-13,2024-07,803.58,United States,Cash,Instagram,New Customer,Friday,19:00
Lisa Cervantes,samantha91@example.net,Wedding,2024-08-13,2024-08,2239.69,Canada,Cash,Facebook,New Customer,Saturday,19:00
Eric White,williambarnes@example.org,Wedding,2024-05-27,2024-05,1877.55,United States,Cash,Google Search,New Customer,Saturday,19:00
John Medina,angelaburns@example.org,Wedding,2024-11-04,2024-11,2093.54,Canada,Cash,Facebook,New Customer,Friday,19:00
Lisa Glenn,washingtonjames@example.com,Real Estate,2024-06-15,2024-06,425.52,Canada,Bank Transfer,Direct Visit,Occasional Buyer,Friday,09:30
Kathleen Cohen,cmckinney@example.com,Wedding,2025-03-26,2025-03,1971.27,Canada,Cash,Direct Visit,Business Client,Sunday,17:00
Rebecca Walker,hillamanda@example.org,Wedding,2024-06-08,2024-06,1920.45,United States,Apple Pay,Instagram,Returning Customer,Friday,17:00
Patricia Simpson,armstrongjoseph@example.net,Portrait,2025-01-18,2025-01,320.43,Canada,PayPal,Referral,Business Client,Friday,10:00
Rodney Williams,bpayne@example.org,Real Estate,2025-02-03,2025-02,134.58,Canada,PayPal,Email Campaign,New Customer,Thursday,13:30
Danielle Golden,colemichael@example.org,Wedding,2025-01-02,2025-01,1731.21,United States,Cash,Direct Visit,New Customer,Saturday,19:00
Patricia Young PhD,michelle96@example.org,Portrait,2024-09-15,2024-09,276.65,Canada,Apple Pay,Direct Visit,Returning Customer,Thursday,10:00
Robin Trujillo,amanda98@example.org,Wedding,2024-11-19,2024-11,2653.43,United States,Apple Pay,Google Search,Returning Customer,Saturday,17:00
Donna Adams,taylorkaren@example.com,Event,2024-08-04,2024-08,882.07,United States,Credit Card,Google Search,New Customer,Saturday,15:00
Sharon Martinez DVM,dustinmorris@example.org,Portrait,2025-03-10,2025-03,279.7,Canada,Bank Transfer,Referral,New Customer,Friday,13:00
Katherine Ray,courtney67@example.org,Event,2025-01-11,2025-01,921.39,United States,Cash,Google Search,New Customer,Friday,15:00
Anna Robertson,heather57@example.com,Product,2024-11-25,2024-11,251.51,Canada,Bank Transfer,Referral,Business Client,Tuesday,12:00
Raymond Oconnor,sreid@example.com,Portrait,2024-08-05,2024-08,237.08,Canada,Bank Transfer,Google Search,New Customer,Monday,18:30
Jennifer Donaldson,troymorris@example.com,Real Estate,2025-02-13,2025-02,157.54,United States,PayPal,Email Campaign,New Customer,Wednesday,13:30
Kylie Washington,patricia00@example.org,Wedding,2024-08-09,2024-08,1740.2,United States,Cash,Email Campaign,New Customer,Saturday,19:00
Alexis Noble,scottsmith@example.com,Event,2024-11-23,2024-11,688.92,United States,Cash,Direct Visit,New Customer,Thursday,19:00
Bonnie Santos,nancymcdowell@example.org,Wedding,2024-06-21,2024-06,1822.19,United States,Apple Pay,Instagram,New Customer,Saturday,11:00
Jacob Mckee,brettgarrett@example.net,Wedding,2024-12-03,2024-12,1670.93,Canada,Apple Pay,Referral,Returning Customer,Saturday,19:00
Matthew Padilla,lewischristian@example.net,Portrait,2024-12-19,2024-12,236.98,Canada,Apple Pay,Direct Visit,New Customer,Thursday,13:00
Alexandra Dominguez,mcneilrobert@example.org,Wedding,2024-06-29,2024-06,1676.79,Canada,PayPal,Direct Visit,New Customer,Saturday,14:00
Brandon Shaffer,edwardsnicole@example.org,Portrait,2024-09-29,2024-09,293.7,Canada,Apple Pay,Email Campaign,Occasional Buyer,Thursday,13:00
Shelly May,caseyelliott@example.net,Product,2024-08-26,2024-08,303.94,Canada,PayPal,Instagram,New Customer,Tuesday,12:00
Nathan Fuller,samanthajensen@example.com,Portrait,2024-12-01,2024-12,163.4,Canada,PayPal,Instagram,Business Client,Wednesday,10:00
Brian Goodwin,bbell@example.com,Stock Photo License,2025-02-16,2025-02,50.27,Canada,Cash,Email Campaign,Business Client,Thursday,15:00
Matthew Wright,kimberly04@example.org,Portrait,2025-01-22,2025-01,170.67,Canada,Credit Card,Facebook,New Customer,Monday,13:00
Nicole Phillips,bowerslaura@example.org,Wedding,2024-10-14,2024-10,2671.11,United States,Apple Pay,Google Search,New Customer,Saturday,19:00
