Customer Name,Email,Photo Type,Purchase Date,Month,City,Region,Country,Price USD,Payment Method,Referral Source,Customer Segment,Shoot Day,Shoot Time
Raven Taylor,samantha72@example.net,Wedding,2025-02-09,2025-02,Cambridge,Massachusetts,United States,2551.48,Credit Card,Facebook,New Customer,Saturday,11:00
Susan Smith,marydunn@example.net,Product,2024-09-26,2024-09,Miami,Florida,United States,646.56,PayPal,Google Search,New Customer,Monday,12:00
Ricardo Young,williamsrobert@example.net,Wedding,2024-11-16,2024-11,Spokane,Washington,United States,3065.18,PayPal,Google Search,New Customer,Saturday,14:00
Taylor Carlson,chenbailey@example.net,Portrait,2024-09-22,2024-09,San Francisco,California,United States,319.72,Apple Pay,Google Search,Returning Customer,Tuesday,10:00
Lucas Allen,qlopez@example.org,Event,2024-05-30,2024-05,Edmonton,Alberta,Canada,482.43,Bank Transfer,Instagram,New Customer,Saturday,12:00
Troy Stephens,myerstheodore@example.net,Wedding,2024-10-16,2024-10,San Diego,California,United States,2813.78,PayPal,Email Campaign,Business Client,Friday,19:00
Paul Kelly,cooperjessica@example.net,Event,2024-08-27,2024-08,St. Louis,Missouri,United States,604.04,PayPal,Facebook,Returning Customer,Sunday,19:00
Nicole Anderson,amy27@example.net,Portrait,2024-05-15,2024-05,Boise,Idaho,United States,263.36,Apple Pay,Referral,New Customer,Thursday,13:00
Chad Baldwin,mjohnson@example.org,Wedding,2024-09-30,2024-09,Fredericton,New Brunswick,Canada,2132.64,Bank Transfer,Referral,New Customer,Friday,19:00
Emily Collins,ihays@example.com,Product,2025-01-22,2025-01,Dallas,Texas,United States,587.28,PayPal,Google Search,New Customer,Thursday,14:00
Cheryl Kelly,glennmartin@example.org,Event,2024-07-09,2024-07,Winnipeg,Manitoba,Canada,668.26,PayPal,Instagram,Business Client,Friday,19:00
James Gonzales,lmorgan@example.com,Stock Photo License,2025-01-25,2025-01,Boston,Massachusetts,United States,62.64,Apple Pay,Google Search,New Customer,Friday,11:00
Robert Adams,acostachristian@example.net,Wedding,2024-12-17,2024-12,Austin,Texas,United States,2564.63,Bank Transfer,Email Campaign,Business Client,Saturday,11:00
Edward Garcia,donna47@example.net,Wedding,2025-04-07,2025-04,Cambridge,Massachusetts,United States,2432.04,PayPal,Email Campaign,Returning Customer,Saturday,11:00
Jeremy West,christina64@example.net,Wedding,2024-12-26,2024-12,Tampa,Florida,United States,2690.39,Cash,Instagram,Occasional Buyer,Saturday,11:00
Angela Walsh,william20@example.org,Real Estate,2025-04-01,2025-04,Chicago,Illinois,United States,251.43,Credit Card,Instagram,New Customer,Tuesday,13:30
Jessica Martinez,kimberlydiaz@example.com,Wedding,2025-02-12,2025-02,New York City,New York,United States,3196.92,Cash,Google Search,New Customer,Saturday,17:00
Christian Cole,nathan19@example.org,Event,2025-03-21,2025-03,Boston,Massachusetts,United States,684.23,PayPal,Facebook,New Customer,Sunday,15:00
Matthew Wright,johnsonjacob@example.net,Event,2024-10-18,2024-10,Seattle,Washington,United States,1415.17,Bank Transfer,Google Search,New Customer,Sunday,15:00
Deborah Green,nlewis@example.com,Portrait,2024-08-27,2024-08,Boston,Massachusetts,United States,356.14,Credit Card,Referral,New Customer,Wednesday,18:30
Mrs. Brandy Jones MD,zosborn@example.net,Wedding,2024-12-17,2024-12,Buffalo,New York,United States,1965.68,Cash,Referral,Business Client,Saturday,11:00
Miss Michelle Pierce,patricia22@example.com,Portrait,2025-03-28,2025-03,Seattle,Washington,United States,345.79,Apple Pay,Referral,New Customer,Thursday,13:00
Curtis Taylor,jjohnson@example.net,Product,2024-10-11,2024-10,Little Rock,Arkansas,United States,396.66,Cash,Facebook,Returning Customer,Friday,10:00
Kristen Salazar,jonesraymond@example.net,Wedding,2024-08-21,2024-08,Boise,Idaho,United States,1425.02,Cash,Facebook,Business Client,Saturday,14:00
Patricia Morrow,martinezlogan@example.org,Portrait,2024-12-27,2024-12,Little Rock,Arkansas,United States,273.44,Cash,Referral,New Customer,Monday,13:00
Haley Humphrey,katrinaanderson@example.net,Wedding,2024-09-19,2024-09,Dallas,Texas,United States,1774.02,PayPal,Email Campaign,New Customer,Saturday,19:00
Caleb Hernandez,fernandodonovan@example.org,Wedding,2025-03-07,2025-03,New York City,New York,United States,2037.6,Cash,Referral,New Customer,Sunday,11:00
Stephanie Singleton,james84@example.org,Portrait,2024-08-12,2024-08,San Diego,California,United States,388.14,Cash,Referral,New Customer,Friday,10:00
Anna Davidson,georgeweber@example.net,Wedding,2024-11-22,2024-11,Boston,Massachusetts,United States,2272.99,Cash,Referral,Returning Customer,Sunday,17:00
Amanda Shields,williamsdarlene@example.net,Wedding,2024-08-09,2024-08,Houston,Texas,United States,1629.57,Cash,Email Campaign,Occasional Buyer,Saturday,14:00
Kenneth Montgomery,jimenezcourtney@example.com,Wedding,2024-07-13,2024-07,Springfield,Illinois,United States,2685.0,Credit Card,Direct Visit,New Customer,Saturday,19:00
David Aguirre,eevans@example.net,Event,2024-11-28,2024-11,Chicago,Illinois,United States,651.64,Apple Pay,Google Search,New Customer,Saturday,12:00
John Harris,larryhiggins@example.net,Portrait,2024-04-29,2024-04,Little Rock,Arkansas,United States,299.94,Cash,Instagram,New Customer,Wednesday,13:00
James Hodges,floressteven@example.com,Wedding,2025-04-04,2025-04,Seattle,Washington,United States,2498.15,PayPal,Email Campaign,New Customer,Saturday,11:00
Anthony Dougherty,kwright@example.com,Portrait,2024-09-19,2024-09,Buffalo,New York,United States,476.21,PayPal,Email Campaign,Business Client,Friday,13:00
Cheryl Moore,tjimenez@example.com,Real Estate,2025-03-15,2025-03,Calgary,Alberta,Canada,303.2,Bank Transfer,Referral,New Customer,Thursday,09:30
Kathy Levy,brandywilliams@example.com,Portrait,2024-04-16,2024-04,Kansas City,Missouri,United States,305.23,Cash,Direct Visit,Occasional Buyer,Tuesday,13:00
Martha Ruiz,booneryan@example.com,Wedding,2024-10-06,2024-10,Boston,Massachusetts,United States,2738.27,Cash,Direct Visit,New Customer,Saturday,11:00
Holly Morales,michaelroberts@example.com,Product,2024-12-30,2024-12,Albany,New York,United States,344.81,Bank Transfer,Referral,New Customer,Monday,12:00
Diana Hays,andersoncolin@example.com,Real Estate,2024-10-09,2024-10,Kansas City,Missouri,United States,342.25,Apple Pay,Referral,New Customer,Wednesday,11:00
Todd Fischer,carriemorales@example.org,Portrait,2025-01-23,2025-01,Winnipeg,Manitoba,Canada,146.84,Apple Pay,Direct Visit,Returning Customer,Thursday,16:30
Gary Wells,ghernandez@example.org,Product,2024-04-24,2024-04,Springfield,Illinois,United States,556.66,Bank Transfer,Instagram,Returning Customer,Tuesday,12:00
Carla Ewing,brittney88@example.net,Real Estate,2024-08-06,2024-08,Chicago,Illinois,United States,358.84,Bank Transfer,Direct Visit,New Customer,Thursday,11:00
Karen Smith,emily69@example.com,Real Estate,2024-10-04,2024-10,Little Rock,Arkansas,United States,377.54,Bank Transfer,Email Campaign,Returning Customer,Tuesday,13:30
Melissa Johnson,pbaker@example.net,Wedding,2025-01-24,2025-01,Seattle,Washington,United States,3100.93,PayPal,Direct Visit,Business Client,Saturday,14:00
Lauren Jackson,rhernandez@example.org,Portrait,2024-11-05,2024-11,Victoria,British Columbia,Canada,297.49,Apple Pay,Facebook,New Customer,Wednesday,18:30
Ashley Smith,robert63@example.com,Stock Photo License,2024-04-19,2024-04,Chicago,Illinois,United States,65.66,Credit Card,Instagram,Business Client,Thursday,11:00
Kaitlyn Charles,thorntonapril@example.net,Product,2024-10-08,2024-10,Spokane,Washington,United States,636.47,Apple Pay,Referral,New Customer,Wednesday,14:00
Kelly Edwards,stevepatel@example.net,Event,2024-08-04,2024-08,Cambridge,Massachusetts,United States,874.48,Credit Card,Instagram,New Customer,Sunday,15:00
Michelle Schneider,chelsea33@example.com,Real Estate,2024-08-15,2024-08,Los Angeles,California,United States,286.42,Bank Transfer,Instagram,Business Client,Friday,13:30
William Evans,janet75@example.com,Wedding,2024-10-29,2024-10,Winnipeg,Manitoba,Canada,2411.42,Credit Card,Facebook,Occasional Buyer,Saturday,11:00
Rebecca Hill,berryamy@example.com,Wedding,2024-08-13,2024-08,Springfield,Illinois,United States,1830.66,Apple Pay,Facebook,Business Client,Saturday,17:00
Regina Roberts,stephanie15@example.com,Real Estate,2025-02-01,2025-02,Idaho Falls,Idaho,United States,158.03,Apple Pay,Direct Visit,New Customer,Thursday,09:30
Cindy Clayton,sarah42@example.org,Real Estate,2024-12-04,2024-12,Little Rock,Arkansas,United States,137.94,PayPal,Instagram,New Customer,Tuesday,11:00
Dana Santiago,danawilliams@example.com,Wedding,2024-11-19,2024-11,Houston,Texas,United States,1504.75,Apple Pay,Direct Visit,Business Client,Saturday,19:00
Michael Taylor,richarddonovan@example.com,Real Estate,2024-08-06,2024-08,Miami,Florida,United States,304.27,PayPal,Email Campaign,Business Client,Thursday,11:00
Victor Morris,velezchristopher@example.net,Wedding,2024-09-29,2024-09,Fredericton,New Brunswick,Canada,2250.44,Cash,Direct Visit,New Customer,Saturday,19:00
Sarah Johnson,robertmonroe@example.org,Real Estate,2024-07-01,2024-07,Idaho Falls,Idaho,United States,342.79,Credit Card,Direct Visit,Business Client,Wednesday,09:30
Jon Zuniga,nancy04@example.net,Wedding,2025-04-07,2025-04,Dallas,Texas,United States,1971.32,Bank Transfer,Instagram,New Customer,Saturday,14:00
Frances Gibson,ismall@example.net,Event,2024-11-14,2024-11,Toronto,Ontario,Canada,429.88,Apple Pay,Facebook,New Customer,Thursday,15:00
Brian Martin,twong@example.org,Product,2024-09-26,2024-09,Cambridge,Massachusetts,United States,304.42,PayPal,Facebook,New Customer,Wednesday,12:00
Edward Craig,gregorychase@example.com,Wedding,2024-04-13,2024-04,Montreal,Quebec,Canada,2780.47,Credit Card,Referral,New Customer,Saturday,14:00
Angie Caldwell,tinawoods@example.org,Wedding,2025-02-04,2025-02,Toronto,Ontario,Canada,3051.56,Apple Pay,Facebook,New Customer,Saturday,11:00
Jeremy Adams,kevin90@example.com,Product,2024-04-10,2024-04,Cambridge,Massachusetts,United States,373.93,PayPal,Direct Visit,New Customer,Thursday,12:00
Amy Wilson,erik84@example.net,Event,2024-12-03,2024-12,Halifax,Nova Scotia,Canada,854.07,Apple Pay,Referral,Occasional Buyer,Friday,15:00
Elizabeth Mendez,susanmendoza@example.com,Real Estate,2024-05-20,2024-05,Vancouver,British Columbia,Canada,237.23,Credit Card,Facebook,Business Client,Monday,09:30
Jennifer Dunn,ztodd@example.net,Event,2025-01-06,2025-01,Buffalo,New York,United States,758.45,Apple Pay,Instagram,New Customer,Friday,12:00
Melanie Larson,foxallison@example.com,Portrait,2025-02-04,2025-02,Dallas,Texas,United States,155.18,Cash,Instagram,New Customer,Friday,10:00
Amy Kelley,ashleyhernandez@example.com,Product,2024-05-06,2024-05,Houston,Texas,United States,700.57,Cash,Instagram,New Customer,Friday,12:00
Michael Love,gdavis@example.com,Event,2025-02-14,2025-02,Miami,Florida,United States,979.06,PayPal,Google Search,New Customer,Thursday,15:00
Jose Bryant,hansenemily@example.com,Event,2025-01-28,2025-01,Spokane,Washington,United States,1144.33,Apple Pay,Facebook,Business Client,Sunday,19:00
Robert Reese,williamsmelvin@example.org,Portrait,2024-12-28,2024-12,Cambridge,Massachusetts,United States,302.3,PayPal,Google Search,New Customer,Friday,18:30
Steven Andersen,ajohnson@example.org,Wedding,2024-10-23,2024-10,Kansas City,Missouri,United States,2427.81,Bank Transfer,Google Search,New Customer,Saturday,17:00
Veronica Brewer,ybrooks@example.com,Portrait,2025-01-14,2025-01,Los Angeles,California,United States,371.53,Apple Pay,Email Campaign,New Customer,Tuesday,18:30
Jaime Vega,desireebailey@example.org,Wedding,2025-02-20,2025-02,Montreal,Quebec,Canada,2850.76,Cash,Referral,New Customer,Sunday,17:00
Cameron Irwin,avilatiffany@example.com,Wedding,2025-04-06,2025-04,Orlando,Florida,United States,2939.43,Credit Card,Facebook,New Customer,Saturday,14:00
Kim Morrow,stevenmoore@example.org,Wedding,2024-12-10,2024-12,Cambridge,Massachusetts,United States,2329.12,Credit Card,Referral,New Customer,Friday,19:00
Ashley Pacheco,bmendez@example.org,Wedding,2025-03-17,2025-03,Chicago,Illinois,United States,1651.95,Credit Card,Google Search,Returning Customer,Friday,17:00
Andrew Harper,sanchezbradley@example.com,Portrait,2024-06-22,2024-06,St. Louis,Missouri,United States,198.48,Bank Transfer,Direct Visit,New Customer,Friday,18:30
Scott Brown,jim95@example.net,Product,2024-07-02,2024-07,Boise,Idaho,United States,556.84,Credit Card,Email Campaign,Business Client,Thursday,14:00
Erica Turner,valerieboyd@example.com,Stock Photo License,2024-11-12,2024-11,Little Rock,Arkansas,United States,27.77,Cash,Email Campaign,Business Client,Thursday,15:00
Travis Hobbs,conniesimmons@example.com,Wedding,2024-07-26,2024-07,Houston,Texas,United States,2075.83,Credit Card,Facebook,New Customer,Saturday,11:00
Mason James,heather62@example.com,Portrait,2024-04-25,2024-04,Boston,Massachusetts,United States,427.78,Apple Pay,Direct Visit,New Customer,Tuesday,18:30
Kara Atkinson,meredith27@example.org,Wedding,2024-08-23,2024-08,Toronto,Ontario,Canada,1867.43,PayPal,Referral,Occasional Buyer,Friday,11:00
Kristin Anderson,jonathanrivera@example.org,Wedding,2024-10-30,2024-10,Seattle,Washington,United States,2627.29,Cash,Facebook,Returning Customer,Friday,17:00
Anna Hardy,brettbennett@example.net,Portrait,2025-03-11,2025-03,Kansas City,Missouri,United States,269.4,Apple Pay,Instagram,New Customer,Friday,16:30
Chelsea Gill,timothybooth@example.com,Portrait,2024-11-14,2024-11,Spokane,Washington,United States,332.65,Credit Card,Direct Visit,New Customer,Thursday,18:30
Christy Lee,burgesskaren@example.org,Event,2024-07-27,2024-07,Toronto,Ontario,Canada,1272.05,Cash,Instagram,Occasional Buyer,Friday,12:00
Jennifer Allen,kimberly67@example.net,Portrait,2024-12-18,2024-12,Idaho Falls,Idaho,United States,212.47,Bank Transfer,Google Search,New Customer,Friday,16:30
Ian Andrade,ugarcia@example.com,Product,2024-12-01,2024-12,Buffalo,New York,United States,280.97,PayPal,Referral,New Customer,Thursday,12:00
Dale Edwards,hartjeffrey@example.org,Portrait,2025-01-11,2025-01,St. Louis,Missouri,United States,230.89,Apple Pay,Instagram,New Customer,Thursday,18:30
Lauren Cortez,elijah53@example.com,Event,2024-04-13,2024-04,Calgary,Alberta,Canada,448.4,Bank Transfer,Direct Visit,New Customer,Friday,19:00
Juan Harding,jonathan77@example.com,Real Estate,2024-11-02,2024-11,New York City,New York,United States,125.09,Cash,Google Search,Occasional Buyer,Friday,11:00
Caroline Cortez,iwhite@example.net,Stock Photo License,2024-06-08,2024-06,Winnipeg,Manitoba,Canada,21.34,PayPal,Facebook,Occasional Buyer,Tuesday,11:00
Sara Jones,duranrobert@example.net,Wedding,2025-03-24,2025-03,St. Louis,Missouri,United States,2413.42,Apple Pay,Google Search,Occasional Buyer,Saturday,11:00
Alexa Wagner,bruce97@example.net,Product,2024-07-01,2024-07,Miami,Florida,United States,694.51,Bank Transfer,Direct Visit,New Customer,Thursday,10:00
Juan Smith,amanda40@example.net,Wedding,2024-10-03,2024-10,Ottawa,Ontario,Canada,2632.2,Apple Pay,Google Search,New Customer,Friday,14:00
Renee Browning,hullalice@example.org,Portrait,2025-01-30,2025-01,Chicago,Illinois,United States,234.66,Cash,Facebook,Occasional Buyer,Tuesday,18:30
Robin Adams,zmiller@example.com,Real Estate,2024-06-17,2024-06,Cambridge,Massachusetts,United States,261.07,Bank Transfer,Instagram,New Customer,Wednesday,13:30
Courtney Sutton DVM,davisnicholas@example.net,Wedding,2024-10-31,2024-10,Houston,Texas,United States,2381.52,Cash,Instagram,New Customer,Saturday,11:00
Michele Miller,vnewman@example.net,Event,2024-09-29,2024-09,Kansas City,Missouri,United States,804.76,Credit Card,Email Campaign,Returning Customer,Sunday,15:00
Stephanie Ellison,jasonparrish@example.net,Product,2025-03-31,2025-03,Little Rock,Arkansas,United States,276.98,Credit Card,Facebook,New Customer,Thursday,14:00
Benjamin Frost,whitemelissa@example.org,Wedding,2024-09-29,2024-09,New York City,New York,United States,3335.52,Cash,Referral,Returning Customer,Saturday,14:00
Nicole Marquez,thickman@example.org,Wedding,2025-03-25,2025-03,Kansas City,Missouri,United States,1691.81,Bank Transfer,Direct Visit,Business Client,Sunday,19:00
Sarah Rhodes,patrick21@example.net,Portrait,2024-10-31,2024-10,Dallas,Texas,United States,271.72,Credit Card,Instagram,New Customer,Wednesday,13:00
Brent Hall,petersonkayla@example.net,Event,2025-01-05,2025-01,Chicago,Illinois,United States,676.08,Bank Transfer,Email Campaign,New Customer,Thursday,19:00
Alyssa Nelson,whenry@example.net,Wedding,2024-08-31,2024-08,St. Louis,Missouri,United States,2258.75,PayPal,Instagram,New Customer,Sunday,14:00
Michael Guerrero,bartonkenneth@example.org,Portrait,2025-03-18,2025-03,Idaho Falls,Idaho,United States,316.54,Cash,Email Campaign,Business Client,Friday,13:00
Christian Dawson,jodistewart@example.org,Portrait,2024-12-24,2024-12,Little Rock,Arkansas,United States,288.1,Bank Transfer,Google Search,New Customer,Monday,16:30
Jill Juarez,andersonjacob@example.com,Real Estate,2024-05-11,2024-05,Buffalo,New York,United States,370.34,Apple Pay,Instagram,Occasional Buyer,Thursday,13:30
Ashley Davis,carlsonkristen@example.com,Wedding,2024-10-28,2024-10,Victoria,British Columbia,Canada,3404.72,Apple Pay,Facebook,New Customer,Friday,14:00
Richard Hardy,ashleyjackson@example.com,Wedding,2024-04-12,2024-04,Miami,Florida,United States,2732.26,Cash,Google Search,Occasional Buyer,Saturday,11:00
Derrick Thomas,ryanfisher@example.com,Wedding,2024-06-09,2024-06,Edmonton,Alberta,Canada,2802.82,Apple Pay,Email Campaign,New Customer,Friday,17:00
Tony Le,mwheeler@example.com,Real Estate,2025-01-19,2025-01,Victoria,British Columbia,Canada,633.14,Bank Transfer,Instagram,Returning Customer,Thursday,13:30
Travis Cook,vbrock@example.com,Portrait,2024-05-17,2024-05,Boston,Massachusetts,United States,253.68,Credit Card,Instagram,Occasional Buyer,Thursday,10:00
Shannon Mccann,kevinmorrison@example.net,Wedding,2024-08-08,2024-08,Austin,Texas,United States,1885.64,PayPal,Email Campaign,New Customer,Saturday,19:00
Vincent Novak,jessica79@example.org,Stock Photo License,2024-06-20,2024-06,Springfield,Illinois,United States,59.58,PayPal,Google Search,Business Client,Monday,11:00
