Customer Name,Email,Photo Type,Purchase Date,Month,City,Region,Country,Price USD,Payment Method,Referral Source,Customer Segment
Curtis Taylor,jjohnson@example.net,Portrait,2024-10-11,2024-10,Houston,Texas,United States,298.47,Credit Card,Instagram,New Customer
Kristen Salazar,jonesraymond@example.net,Real Estate,2024-08-21,2024-08,San Diego,California,United States,550.7,Bank Transfer,Email Campaign,Occasional Buyer
Patricia Morrow,martinezlogan@example.org,Wedding,2024-12-27,2024-12,Winnipeg,Manitoba,Canada,1583.2,Credit Card,Referral,New Customer
Haley Humphrey,katrinaanderson@example.net,Wedding,2024-09-19,2024-09,Chicago,Illinois,United States,2940.0,Bank Transfer,Referral,Returning Customer
Caleb Hernandez,fernandodonovan@example.org,Portrait,2025-03-07,2025-03,Toronto,Ontario,Canada,217.76,Apple Pay,Instagram,New Customer
Stephanie Singleton,james84@example.org,Portrait,2024-08-12,2024-08,Idaho Falls,Idaho,United States,192.56,PayPal,Direct Visit,Returning Customer
Anna Davidson,georgeweber@example.net,Event,2024-11-22,2024-11,Kansas City,Missouri,United States,952.37,Cash,Referral,Business Client
Amanda Shields,williamsdarlene@example.net,Product,2024-08-09,2024-08,St. Louis,Missouri,United States,180.14,PayPal,Instagram,New Customer
Kenneth Montgomery,jimenezcourtney@example.com,Portrait,2024-07-13,2024-07,Winnipeg,Manitoba,Canada,293.11,Cash,Facebook,New Customer
David Aguirre,eevans@example.net,Event,2024-11-28,2024-11,Austin,Texas,United States,817.18,Credit Card,Referral,New Customer
John Harris,larryhiggins@example.net,Portrait,2024-04-29,2024-04,Albany,New York,United States,223.69,Apple Pay,Referral,New Customer
James Hodges,floressteven@example.com,Wedding,2025-04-04,2025-04,Kansas City,Missouri,United States,2471.38,Bank Transfer,Instagram,Returning Customer
Anthony Dougherty,kwright@example.com,Event,2024-09-19,2024-09,Little Rock,Arkansas,United States,808.95,Credit Card,Email Campaign,New Customer
Cheryl Moore,tjimenez@example.com,Product,2025-03-15,2025-03,Fredericton,New Brunswick,Canada,284.56,PayPal,Facebook,Occasional Buyer
Kathy Levy,brandywilliams@example.com,Wedding,2024-04-16,2024-04,Boston,Massachusetts,United States,3336.61,Apple Pay,Instagram,Business Client
Martha Ruiz,booneryan@example.com,Portrait,2024-10-06,2024-10,Austin,Texas,United States,323.48,Bank Transfer,Referral,New Customer
Holly Morales,michaelroberts@example.com,Product,2024-12-30,2024-12,Fredericton,New Brunswick,Canada,295.6,Cash,Instagram,New Customer
Diana Hays,andersoncolin@example.com,Wedding,2024-10-09,2024-10,Miami,Florida,United States,1845.0,Bank Transfer,Google Search,Business Client
Todd Fischer,carriemorales@example.org,Wedding,2025-01-23,2025-01,Spokane,Washington,United States,2826.11,Bank Transfer,Instagram,Business Client
Gary Wells,ghernandez@example.org,Wedding,2024-04-24,2024-04,Los Angeles,California,United States,1880.68,Credit Card,Referral,New Customer
Carla Ewing,brittney88@example.net,Wedding,2024-08-06,2024-08,Dallas,Texas,United States,1542.51,Credit Card,Facebook,Occasional Buyer
Karen Smith,emily69@example.com,Real Estate,2024-10-04,2024-10,Seattle,Washington,United States,693.61,Bank Transfer,Email Campaign,Occasional Buyer
Melissa Johnson,pbaker@example.net,Product,2025-01-24,2025-01,Houston,Texas,United States,690.69,Bank Transfer,Facebook,New Customer
Lauren Jackson,rhernandez@example.org,Portrait,2024-11-05,2024-11,Little Rock,Arkansas,United States,206.61,Credit Card,Instagram,New Customer
Ashley Smith,robert63@example.com,Real Estate,2024-04-19,2024-04,San Francisco,California,United States,165.22,Credit Card,Instagram,Business Client
Kaitlyn Charles,thorntonapril@example.net,Portrait,2024-10-08,2024-10,St. Louis,Missouri,United States,285.37,Bank Transfer,Direct Visit,Occasional Buyer
Kelly Edwards,stevepatel@example.net,Wedding,2024-08-04,2024-08,Ottawa,Ontario,Canada,3045.61,Bank Transfer,Facebook,New Customer
Michelle Schneider,chelsea33@example.com,Real Estate,2024-08-15,2024-08,Cambridge,Massachusetts,United States,224.21,Apple Pay,Email Campaign,Returning Customer
William Evans,janet75@example.com,Wedding,2024-10-29,2024-10,Montreal,Quebec,Canada,2675.75,Credit Card,Email Campaign,New Customer
Rebecca Hill,berryamy@example.com,Product,2024-08-13,2024-08,Ottawa,Ontario,Canada,755.6,PayPal,Facebook,New Customer
Regina Roberts,stephanie15@example.com,Portrait,2025-02-01,2025-02,Ottawa,Ontario,Canada,201.95,Credit Card,Facebook,New Customer
Cindy Clayton,sarah42@example.org,Portrait,2024-12-04,2024-12,Idaho Falls,Idaho,United States,203.68,Cash,Direct Visit,New Customer
Dana Santiago,danawilliams@example.com,Event,2024-11-19,2024-11,Calgary,Alberta,Canada,923.46,Cash,Google Search,Occasional Buyer
Michael Taylor,richarddonovan@example.com,Wedding,2024-08-06,2024-08,Little Rock,Arkansas,United States,1375.27,Bank Transfer,Referral,Business Client
Victor Morris,velezchristopher@example.net,Event,2024-09-29,2024-09,Winnipeg,Manitoba,Canada,626.48,Apple Pay,Direct Visit,Returning Customer
Sarah Johnson,robertmonroe@example.org,Wedding,2024-07-01,2024-07,Little Rock,Arkansas,United States,2294.04,Cash,Email Campaign,New Customer
Jon Zuniga,nancy04@example.net,Portrait,2025-04-07,2025-04,Halifax,Nova Scotia,Canada,235.5,Apple Pay,Email Campaign,New Customer
Frances Gibson,ismall@example.net,Product,2024-11-14,2024-11,Kansas City,Missouri,United States,193.33,Bank Transfer,Email Campaign,New Customer
Brian Martin,twong@example.org,Real Estate,2024-09-26,2024-09,Kansas City,Missouri,United States,312.93,PayPal,Referral,New Customer
Edward Craig,gregorychase@example.com,Product,2024-04-13,2024-04,San Francisco,California,United States,754.46,PayPal,Google Search,Business Client
Angie Caldwell,tinawoods@example.org,Portrait,2025-02-04,2025-02,Ottawa,Ontario,Canada,369.68,Cash,Instagram,New Customer
Jeremy Adams,kevin90@example.com,Event,2024-04-10,2024-04,Seattle,Washington,United States,1128.88,Credit Card,Direct Visit,New Customer
Amy Wilson,erik84@example.net,Stock Photo License,2024-12-03,2024-12,Halifax,Nova Scotia,Canada,43.37,Apple Pay,Direct Visit,Returning Customer
Elizabeth Mendez,susanmendoza@example.com,Wedding,2024-05-20,2024-05,Albany,New York,United States,3558.49,Apple Pay,Direct Visit,New Customer
Jennifer Dunn,ztodd@example.net,Portrait,2025-01-06,2025-01,Buffalo,New York,United States,259.03,Credit Card,Referral,New Customer
Melanie Larson,foxallison@example.com,Portrait,2025-02-04,2025-02,Cambridge,Massachusetts,United States,440.52,Bank Transfer,Referral,Business Client
Amy Kelley,ashleyhernandez@example.com,Portrait,2024-05-06,2024-05,Springfield,Illinois,United States,237.77,Apple Pay,Facebook,Business Client
Michael Love,gdavis@example.com,Product,2025-02-14,2025-02,Chicago,Illinois,United States,253.64,Credit Card,Email Campaign,Returning Customer
Jose Bryant,hansenemily@example.com,Event,2025-01-28,2025-01,Houston,Texas,United States,421.23,Apple Pay,Facebook,New Customer
Robert Reese,williamsmelvin@example.org,Real Estate,2024-12-28,2024-12,Vancouver,British Columbia,Canada,542.1,Cash,Instagram,New Customer
Steven Andersen,ajohnson@example.org,Event,2024-10-23,2024-10,Cambridge,Massachusetts,United States,879.52,Apple Pay,Instagram,Business Client
Veronica Brewer,ybrooks@example.com,Event,2025-01-14,2025-01,Springfield,Illinois,United States,311.35,Credit Card,Instagram,New Customer
Jaime Vega,desireebailey@example.org,Portrait,2025-02-20,2025-02,Kansas City,Missouri,United States,132.55,Credit Card,Facebook,New Customer
Cameron Irwin,avilatiffany@example.com,Event,2025-04-06,2025-04,Halifax,Nova Scotia,Canada,703.4,Apple Pay,Instagram,Returning Customer
Kim Morrow,stevenmoore@example.org,Portrait,2024-12-10,2024-12,Seattle,Washington,United States,323.5,Bank Transfer,Referral,New Customer
Ashley Pacheco,bmendez@example.org,Wedding,2025-03-17,2025-03,Orlando,Florida,United States,1829.64,Credit Card,Google Search,New Customer
Andrew Harper,sanchezbradley@example.com,Wedding,2024-06-22,2024-06,Orlando,Florida,United States,1960.82,PayPal,Google Search,New Customer
Scott Brown,jim95@example.net,Portrait,2024-07-02,2024-07,Calgary,Alberta,Canada,292.03,Cash,Facebook,Occasional Buyer
Erica Turner,valerieboyd@example.com,Portrait,2024-11-12,2024-11,Boston,Massachusetts,United States,328.96,PayPal,Facebook,New Customer
Travis Hobbs,conniesimmons@example.com,Wedding,2024-07-26,2024-07,Boston,Massachusetts,United States,2079.36,Bank Transfer,Email Campaign,New Customer
Mason James,heather62@example.com,Wedding,2024-04-25,2024-04,Houston,Texas,United States,1836.68,Bank Transfer,Google Search,New Customer
Kara Atkinson,meredith27@example.org,Wedding,2024-08-23,2024-08,Seattle,Washington,United States,1941.86,Bank Transfer,Direct Visit,Returning Customer
Kristin Anderson,jonathanrivera@example.org,Product,2024-10-30,2024-10,Chicago,Illinois,United States,710.5,PayPal,Direct Visit,Business Client
Anna Hardy,brettbennett@example.net,Portrait,2025-03-11,2025-03,Buffalo,New York,United States,193.03,Apple Pay,Google Search,Business Client
Chelsea Gill,timothybooth@example.com,Portrait,2024-11-14,2024-11,Dallas,Texas,United States,223.48,Bank Transfer,Referral,Returning Customer
Christy Lee,burgesskaren@example.org,Real Estate,2024-07-27,2024-07,Idaho Falls,Idaho,United States,261.92,Bank Transfer,Instagram,New Customer
Jennifer Allen,kimberly67@example.net,Portrait,2024-12-18,2024-12,Idaho Falls,Idaho,United States,160.5,PayPal,Instagram,Business Client
Ian Andrade,ugarcia@example.com,Wedding,2024-12-01,2024-12,Boise,Idaho,United States,1968.88,Cash,Instagram,Business Client
Dale Edwards,hartjeffrey@example.org,Portrait,2025-01-11,2025-01,Seattle,Washington,United States,270.06,Credit Card,Instagram,Occasional Buyer
Lauren Cortez,elijah53@example.com,Product,2024-04-13,2024-04,Fredericton,New Brunswick,Canada,186.1,PayPal,Referral,Returning Customer
Juan Harding,jonathan77@example.com,Real Estate,2024-11-02,2024-11,Buffalo,New York,United States,482.57,PayPal,Email Campaign,Returning Customer
Caroline Cortez,iwhite@example.net,Wedding,2024-06-08,2024-06,New York City,New York,United States,3475.22,Credit Card,Direct Visit,Returning Customer
Sara Jones,duranrobert@example.net,Real Estate,2025-03-24,2025-03,Albany,New York,United States,489.38,Bank Transfer,Referral,Occasional Buyer
Alexa Wagner,bruce97@example.net,Event,2024-07-01,2024-07,Dallas,Texas,United States,668.29,Apple Pay,Email Campaign,Business Client
Juan Smith,amanda40@example.net,Wedding,2024-10-03,2024-10,Los Angeles,California,United States,2305.63,PayPal,Google Search,Returning Customer
Renee Browning,hullalice@example.org,Portrait,2025-01-30,2025-01,Boise,Idaho,United States,329.11,Bank Transfer,Google Search,Returning Customer
Robin Adams,zmiller@example.com,Portrait,2024-06-17,2024-06,St. Louis,Missouri,United States,252.29,Credit Card,Facebook,New Customer
Courtney Sutton DVM,davisnicholas@example.net,Wedding,2024-10-31,2024-10,Kansas City,Missouri,United States,2224.67,Credit Card,Referral,New Customer
Michele Miller,vnewman@example.net,Portrait,2024-09-29,2024-09,Idaho Falls,Idaho,United States,142.21,PayPal,Google Search,New Customer
Stephanie Ellison,jasonparrish@example.net,Wedding,2025-03-31,2025-03,Fredericton,New Brunswick,Canada,1879.09,PayPal,Referral,New Customer
Benjamin Frost,whitemelissa@example.org,Real Estate,2024-09-29,2024-09,Halifax,Nova Scotia,Canada,278.38,Bank Transfer,Google Search,New Customer
Nicole Marquez,thickman@example.org,Wedding,2025-03-25,2025-03,Quebec City,Quebec,Canada,2441.08,Apple Pay,Direct Visit,New Customer
Sarah Rhodes,patrick21@example.net,Event,2024-10-31,2024-10,Miami,Florida,United States,937.22,Cash,Email Campaign,Occasional Buyer
Brent Hall,petersonkayla@example.net,Real Estate,2025-01-05,2025-01,New York City,New York,United States,362.71,Bank Transfer,Google Search,New Customer
Alyssa Nelson,whenry@example.net,Portrait,2024-08-31,2024-08,Miami,Florida,United States,352.27,Bank Transfer,Instagram,Occasional Buyer
Michael Guerrero,bartonkenneth@example.org,Portrait,2025-03-18,2025-03,Boise,Idaho,United States,324.16,Cash,Instagram,New Customer
Christian Dawson,jodistewart@example.org,Stock Photo License,2024-12-24,2024-12,Toronto,Ontario,Canada,66.16,Bank Transfer,Facebook,New Customer
Jill Juarez,andersonjacob@example.com,Portrait,2024-05-11,2024-05,St. Louis,Missouri,United States,210.05,Bank Transfer,Google Search,New Customer
Ashley Davis,carlsonkristen@example.com,Portrait,2024-10-28,2024-10,Idaho Falls,Idaho,United States,191.32,Apple Pay,Referral,Business Client
Richard Hardy,ashleyjackson@example.com,Portrait,2024-04-12,2024-04,Idaho Falls,Idaho,United States,237.31,Cash,Google Search,Business Client
Derrick Thomas,ryanfisher@example.com,Stock Photo License,2024-06-09,2024-06,New York City,New York,United States,85.28,Cash,Referral,New Customer
Tony Le,mwheeler@example.com,Event,2025-01-19,2025-01,Seattle,Washington,United States,698.26,Bank Transfer,Direct Visit,New Customer
Travis Cook,vbrock@example.com,Portrait,2024-05-17,2024-05,San Francisco,California,United States,213.19,Credit Card,Referral,New Customer
Shannon Mccann,kevinmorrison@example.net,Stock Photo License,2024-08-08,2024-08,Boston,Massachusetts,United States,46.68,Credit Card,Instagram,Occasional Buyer
Vincent Novak,jessica79@example.org,Product,2024-06-20,2024-06,Chicago,Illinois,United States,686.09,Bank Transfer,Direct Visit,New Customer
Richard Diaz,brittanygardner@example.net,Event,2024-08-05,2024-08,Miami,Florida,United States,767.08,Apple Pay,Email Campaign,New Customer
Nicholas Hahn,samuelcarter@example.net,Product,2025-01-13,2025-01,Kansas City,Missouri,United States,286.7,Credit Card,Referral,Business Client
Rebecca Chambers,cynthiaallen@example.net,Wedding,2024-05-03,2024-05,Tampa,Florida,United States,1865.7,Credit Card,Google Search,New Customer
James Cole,iaguilar@example.net,Portrait,2024-06-03,2024-06,Little Rock,Arkansas,United States,213.39,Bank Transfer,Instagram,Business Client
Jennifer Johnson,jacqueline89@example.net,Event,2025-03-11,2025-03,Little Rock,Arkansas,United States,604.12,Credit Card,Referral,New Customer
David Ortega,deborahwilliams@example.net,Event,2025-03-08,2025-03,Springfield,Illinois,United States,439.29,Apple Pay,Referral,Business Client
Paul Sheppard,grodriguez@example.com,Real Estate,2024-12-11,2024-12,Tampa,Florida,United States,511.34,Apple Pay,Referral,Business Client
Kristin Watts,seanmyers@example.net,Product,2024-06-28,2024-06,Vancouver,British Columbia,Canada,714.37,Cash,Direct Visit,New Customer
Haley Johnson,phillipssamantha@example.org,Wedding,2024-11-09,2024-11,New York City,New York,United States,2161.37,Credit Card,Referral,Occasional Buyer
Brenda Collins,hmueller@example.com,Wedding,2024-05-20,2024-05,San Francisco,California,United States,2454.91,Credit Card,Referral,Business Client
Nathan Chavez,evanslisa@example.org,Wedding,2024-08-13,2024-08,Montreal,Quebec,Canada,2575.65,Cash,Instagram,New Customer
Brian Marsh,zacharyarnold@example.com,Product,2024-04-16,2024-04,Little Rock,Arkansas,United States,359.21,Bank Transfer,Referral,New Customer
Crystal Sullivan,jacobsandoval@example.com,Wedding,2024-10-29,2024-10,Little Rock,Arkansas,United States,2471.81,Bank Transfer,Facebook,New Customer
Christina Vargas,nsmith@example.org,Wedding,2024-04-18,2024-04,Vancouver,British Columbia,Canada,2038.18,Credit Card,Email Campaign,Returning Customer
Rebecca Ray,michaelgonzalez@example.org,Portrait,2024-07-18,2024-07,Little Rock,Arkansas,United States,154.31,Credit Card,Facebook,New Customer
Kelsey Fowler,lcarr@example.org,Wedding,2024-07-13,2024-07,Montreal,Quebec,Canada,2500.21,Credit Card,Email Campaign,Business Client
Lisa Cervantes,samantha91@example.net,Wedding,2024-08-13,2024-08,Kansas City,Missouri,United States,1364.78,Apple Pay,Referral,New Customer
Eric White,williambarnes@example.org,Wedding,2024-05-27,2024-05,Chicago,Illinois,United States,1631.58,PayPal,Google Search,New Customer
John Medina,angelaburns@example.org,Event,2024-11-04,2024-11,Boise,Idaho,United States,402.81,Bank Transfer,Email Campaign,Occasional Buyer
Lisa Glenn,washingtonjames@example.com,Real Estate,2024-06-15,2024-06,Halifax,Nova Scotia,Canada,376.81,Apple Pay,Referral,New Customer
Kathleen Cohen,cmckinney@example.com,Wedding,2025-03-26,2025-03,Miami,Florida,United States,2497.97,Apple Pay,Google Search,New Customer
Rebecca Walker,hillamanda@example.org,Event,2024-06-08,2024-06,Montreal,Quebec,Canada,671.42,Bank Transfer,Facebook,Business Client
Patricia Simpson,armstrongjoseph@example.net,Stock Photo License,2025-01-18,2025-01,Houston,Texas,United States,63.61,Apple Pay,Direct Visit,New Customer
Rodney Williams,bpayne@example.org,Real Estate,2025-02-03,2025-02,Boston,Massachusetts,United States,435.76,Cash,Facebook,New Customer
Danielle Golden,colemichael@example.org,Wedding,2025-01-02,2025-01,Miami,Florida,United States,2120.19,Credit Card,Email Campaign,Returning Customer
Patricia Young PhD,michelle96@example.org,Portrait,2024-09-15,2024-09,Boston,Massachusetts,United States,367.7,Apple Pay,Google Search,New Customer
Robin Trujillo,amanda98@example.org,Real Estate,2024-11-19,2024-11,Chicago,Illinois,United States,173.67,Apple Pay,Email Campaign,New Customer
Donna Adams,taylorkaren@example.com,Wedding,2024-08-04,2024-08,Tampa,Florida,United States,2014.93,Apple Pay,Instagram,Business Client
