Customer Name,Email,Photo Type,Purchase Date,Price USD,City,State/Province,Country,Payment Method,Shoot Day,Shoot Time
Angela Ewing,iaguilar@example.net,Product,2025-03-11,491.62,Donnachester,Alberta,Canada,Cash,Monday,10:00
Robin Wheeler,rodriguezjohn@example.net,Headshot,2024-08-15,331.04,Stephensstad,Nova Scotia,Canada,e-Transfer,Friday,17:00
Erin Hogan,smithjonathan@example.net,Engagement,2025-01-06,331.93,New Tonyafurt,Nova Scotia,Canada,e-Transfer,Thursday,15:00
Michael Vaughn,michaeljohnson@example.org,Real Estate,2024-07-25,141.35,South Neil,Alberta,Canada,Cash,Friday,09:30
Grant Mueller,gbailey@example.com,Wedding,2024-12-28,1330.85,North Marieberg,Wisconsin,United States,Cash,Friday,11:00
Michael Johnson,deborah23@example.net,Real Estate,2024-06-10,266.1,Floresport,Massachusetts,United States,Cash,Friday,13:30
Crystal Sullivan,jacobsandoval@example.com,Headshot,2024-04-18,147.06,West Anita,Texas,United States,e-Transfer,Friday,15:00
Michael Harris,raylauren@example.net,Wedding,2024-06-15,3065.22,South Brittany,Texas,United States,PayPal,Friday,11:00
Scott Rose,candice96@example.net,Headshot,2024-05-19,209.44,Jamesville,Virginia,United States,Venmo,Thursday,17:00
Michele Evans,powerslawrence@example.org,Portrait (Studio),2024-07-28,246.85,Meganburgh,New Jersey,United States,Credit Card,Wednesday,17:00
Jennifer Taylor,fhenderson@example.net,Portrait (Studio),2024-10-21,173.63,West Heather,Saskatchewan,Canada,PayPal,Thursday,15:00
Cody Wilkinson,glennstephanie@example.com,Portrait (Studio),2024-05-27,170.38,New Garrett,Saskatchewan,Canada,Cash,Tuesday,15:00
Jennifer Vasquez,fburns@example.net,Engagement,2024-04-19,378.51,Maynardhaven,Saskatchewan,Canada,e-Transfer,Monday,15:00
Dylan Norman,hdunn@example.net,Product,2024-05-19,207.51,West Antonio,Manitoba,Canada,e-Transfer,Friday,10:00
Jessica Robinson,pgarcia@example.org,Wedding,2024-07-25,2033.97,Amberton,Nova Scotia,Canada,Cash,Saturday,14:00
Xavier Rowe,jasonrojas@example.net,Engagement,2024-08-14,267.96,South Joseland,Michigan,United States,Credit Card,Tuesday,11:00
Robin Trujillo,amanda98@example.org,Real Estate,2024-08-04,412.93,Martinberg,Nova Scotia,Canada,PayPal,Friday,09:30
Kayla Mccullough,taylorkaren@example.com,Real Estate,2025-03-10,263.15,Keithview,Massachusetts,United States,Credit Card,Tuesday,09:30
Brandi Thomas,maria67@example.org,Event,2024-11-05,627.87,Michelleberg,Nova Scotia,Canada,Cash,Friday,15:00
Mark Beard,powellkara@example.net,Engagement,2025-03-16,360.2,Courtneyfurt,Virginia,United States,Cash,Wednesday,15:00
Aaron Schroeder,simonstephen@example.net,Event,2024-12-19,715.51,Shawnfort,Quebec,Canada,PayPal,Saturday,15:00
Samantha Simpson,maria58@example.net,Product,2024-05-25,422.1,Port Amandaborough,Nova Scotia,Canada,e-Transfer,Wednesday,10:00
Mark Copeland,martinezmia@example.com,Real Estate,2024-09-22,475.03,Kramerton,Ontario,Canada,PayPal,Friday,09:30
Elizabeth Baxter,clarence54@example.org,Portrait (Studio),2024-08-22,262.33,Harrisberg,Ontario,Canada,PayPal,Friday,11:00
Michael Young,padillaaaron@example.com,Product,2024-05-06,353.01,North Randy,Ontario,Canada,Cash,Wednesday,10:00
Michael Montoya,ebenson@example.org,Real Estate,2024-06-30,262.11,New Erin,Quebec,Canada,Credit Card,Thursday,09:30
Stanley Taylor,darlenebyrd@example.org,Portrait (Studio),2024-10-19,382.71,Lake Lindaville,Texas,United States,Venmo,Wednesday,11:00
Daniel Goodman,cjensen@example.org,Product,2024-05-09,362.6,New Debramouth,Alberta,Canada,Credit Card,Tuesday,14:00
Heather Jordan,johnnewman@example.org,Wedding,2024-10-27,1243.71,East Karenshire,Ontario,Canada,e-Transfer,Saturday,14:00
Mary Turner,juliephillips@example.org,Engagement,2025-01-19,290.35,Kimberlytown,Saskatchewan,Canada,Cash,Monday,11:00
Mark Jones,hatfieldsarah@example.org,Wedding,2024-08-27,1454.97,South Paul,Illinois,United States,Venmo,Sunday,11:00
Tiffany Townsend,matthewsalexander@example.org,Event,2024-04-22,301.41,Diazburgh,Quebec,Canada,Credit Card,Saturday,12:00
Kathryn Perry,imiller@example.net,Real Estate,2024-11-19,490.37,Port Raymondport,Washington,United States,e-Transfer,Monday,13:30
Christina Morton,peter14@example.net,Wedding,2024-09-15,2662.04,Christopherland,Virginia,United States,Credit Card,Sunday,17:00
Audrey Salazar,parkerjudith@example.net,Portrait (Studio),2024-06-11,210.28,North John,Quebec,Canada,Credit Card,Monday,17:00
Troy Mills,gary24@example.net,Portrait (Studio),2025-02-26,286.5,Lake Derricktown,Saskatchewan,Canada,Cash,Tuesday,17:00
Deborah Proctor,crawfordwilliam@example.org,Headshot,2024-10-07,145.57,West Lindsayview,Ontario,Canada,e-Transfer,Tuesday,11:00
Stephanie Craig,perezwilliam@example.org,Engagement,2025-02-16,213.14,West Eric,British Columbia,Canada,Cash,Tuesday,11:00
Chris Velazquez,tranrobin@example.net,Product,2024-12-03,394.36,East Brandonstad,Michigan,United States,Venmo,Wednesday,10:00
Erica Mckenzie,david02@example.org,Product,2025-01-27,501.38,West John,Virginia,United States,e-Transfer,Wednesday,12:00
Patricia Collins,tranalan@example.org,Event,2024-07-23,968.98,South Caseymouth,Tennessee,United States,e-Transfer,Sunday,15:00
Kevin Snyder,jessicapayne@example.org,Portrait (Studio),2024-06-02,381.08,Jodibury,Arizona,United States,Credit Card,Friday,15:00
Ryan Wiley,aaron64@example.org,Event,2024-06-22,842.21,Johnsonside,British Columbia,Canada,Credit Card,Friday,19:00
Zachary Dawson,williamsjesse@example.net,Wedding,2024-09-06,1954.22,South Travis,Quebec,Canada,Cash,Saturday,19:00
Kathy Walsh,kjones@example.org,Portrait (Studio),2024-09-14,261.78,Stephenland,British Columbia,Canada,Credit Card,Wednesday,17:00
Tammy Long,louis43@example.org,Wedding,2025-03-19,2743.72,East Kelly,Illinois,United States,Cash,Saturday,14:00
Brian Cole,richard85@example.org,Headshot,2024-09-20,295.33,Port Kayla,Georgia,United States,Venmo,Monday,11:00
Robert Torres,lewismelissa@example.org,Portrait (Studio),2024-05-11,245.71,Bakerville,Massachusetts,United States,Venmo,Friday,11:00
Edwin Wilkins,anthonysullivan@example.com,Portrait (Studio),2024-10-28,260.98,West Randy,Indiana,United States,Venmo,Monday,17:00
Brenda Smith,davidcolon@example.com,Event,2024-12-15,582.95,North Steven,California,United States,PayPal,Saturday,12:00
Austin Orr,flamb@example.com,Event,2024-05-22,765.97,New Brendaland,Saskatchewan,Canada,Cash,Thursday,15:00
Nathaniel Crawford,lvega@example.com,Engagement,2024-06-25,498.91,Williamsshire,Quebec,Canada,Credit Card,Wednesday,17:00
Amanda Harvey,deborahporter@example.net,Engagement,2024-09-30,455.85,West Joshua,Ontario,Canada,e-Transfer,Thursday,11:00
Stephen Fox,mayokimberly@example.com,Headshot,2024-09-30,186.86,West Patrickchester,British Columbia,Canada,PayPal,Monday,17:00
Jasmine White,carla04@example.org,Headshot,2025-01-28,277.39,Coopershire,New York,United States,PayPal,Tuesday,15:00
Dr. Ariel Sandoval MD,gallagherstacie@example.net,Product,2025-02-11,212.49,Morenoshire,Manitoba,Canada,e-Transfer,Thursday,10:00
Kevin Drake,robin05@example.net,Event,2024-10-31,1023.3,Kellyburgh,Florida,United States,Venmo,Friday,19:00
Katherine Parker,djohnson@example.org,Event,2024-11-14,1199.64,Port Vanessa,Nova Scotia,Canada,Cash,Sunday,19:00
Christina Anderson,samantharichard@example.com,Product,2024-04-29,408.71,New Timothymouth,Massachusetts,United States,e-Transfer,Tuesday,12:00
Brian Fox,susan56@example.net,Headshot,2024-05-14,229.34,New Janet,Illinois,United States,e-Transfer,Tuesday,17:00
Jessica Fowler,lbanks@example.net,Real Estate,2025-03-28,466.07,Marcusburgh,Michigan,United States,PayPal,Monday,09:30
Jamie Gross,david09@example.com,Engagement,2025-02-13,296.8,Jeffreyshire,Nova Scotia,Canada,Credit Card,Tuesday,15:00
Ashley Crawford,julie35@example.com,Portrait (Studio),2024-06-08,199.08,East Carriebury,Michigan,United States,Cash,Friday,15:00
Derek Wright,bellkristin@example.net,Real Estate,2024-04-08,155.5,Port Jennamouth,Pennsylvania,United States,Cash,Tuesday,13:30
Stacey Snyder,ybell@example.org,Headshot,2025-02-05,325.5,Kimchester,California,United States,Credit Card,Wednesday,17:00
Amanda Smith,stephanie15@example.org,Wedding,2025-02-26,3381.66,East Shannon,Maryland,United States,e-Transfer,Friday,17:00
Vanessa Morgan,bbush@example.net,Real Estate,2024-06-07,362.82,Lake Charles,Saskatchewan,Canada,e-Transfer,Thursday,13:30
William Ortiz,donna43@example.org,Event,2024-04-26,520.39,Mooreville,Ontario,Canada,Credit Card,Sunday,15:00
Brandon Colon,bgonzalez@example.org,Engagement,2024-06-09,331.88,Hernandezstad,New Jersey,United States,Cash,Thursday,15:00
Elizabeth Sanders,qjacobson@example.org,Engagement,2024-11-28,293.77,Tiffanyfort,Alberta,Canada,PayPal,Wednesday,17:00
Jeremy Baker,rbaker@example.net,Product,2024-04-30,316.74,Lopezfurt,Quebec,Canada,Cash,Friday,10:00
Peter Perez,randallloretta@example.com,Wedding,2025-03-27,1815.18,North Elizabethside,Michigan,United States,e-Transfer,Saturday,11:00
Blake Orr,shawrachel@example.net,Product,2024-12-11,426.92,Armstrongbury,Manitoba,Canada,e-Transfer,Tuesday,10:00
Travis Jackson,lindseymartinez@example.com,Engagement,2024-05-06,428.94,North Stacy,Alberta,Canada,e-Transfer,Thursday,17:00
Deanna Bartlett,millerangela@example.net,Event,2024-08-05,320.86,Harrisberg,Quebec,Canada,PayPal,Sunday,19:00
Lisa Mills,jrodriguez@example.org,Real Estate,2024-11-01,254.1,Apriltown,Manitoba,Canada,Cash,Monday,11:00
Sharon Beard,pbaker@example.com,Portrait (Studio),2024-11-03,284.17,North Annaville,North Carolina,United States,Venmo,Monday,15:00
Luke Becker,vwilliams@example.net,Product,2024-07-03,331.46,Johnsonview,Maryland,United States,Cash,Monday,12:00
Robert Turner,megan13@example.org,Engagement,2024-07-26,308.76,Mccallstad,Manitoba,Canada,Cash,Wednesday,11:00
Jason Brewer,scottmcintyre@example.com,Product,2025-01-04,397.44,Schroedermouth,Illinois,United States,Credit Card,Friday,14:00
Ana Mckinney,htaylor@example.net,Event,2024-04-18,635.88,Lorihaven,Nova Scotia,Canada,PayPal,Saturday,19:00
Andrew Williams,janet45@example.com,Engagement,2024-10-09,380.74,Port James,Texas,United States,Credit Card,Thursday,17:00
Jeremy Horne MD,max41@example.com,Engagement,2024-04-18,414.08,Lake Anthonystad,Quebec,Canada,PayPal,Thursday,17:00
Maria Byrd,denise80@example.net,Portrait (Studio),2024-04-11,382.84,East Melissaborough,Manitoba,Canada,e-Transfer,Wednesday,11:00
Courtney Franklin,jennifer46@example.com,Real Estate,2025-02-13,247.82,Lake Glen,Saskatchewan,Canada,e-Transfer,Friday,13:30
Joseph Hanson,smithyvonne@example.com,Event,2024-10-30,1034.17,Kingmouth,Arizona,United States,Cash,Saturday,15:00
Mr. Donald Nguyen,jose43@example.org,Portrait (Studio),2024-10-14,349.19,Kennethville,British Columbia,Canada,PayPal,Monday,17:00
Lindsay Guerrero,jenniferrios@example.com,Headshot,2024-07-11,112.84,North Linda,Quebec,Canada,PayPal,Thursday,11:00
Wendy Cabrera,jessica38@example.net,Wedding,2025-01-20,2516.91,Sullivanton,Massachusetts,United States,Venmo,Friday,14:00
Sherri White,ruizjoyce@example.net,Event,2025-01-28,436.29,Williamburgh,Nova Scotia,Canada,Credit Card,Friday,15:00
Courtney Walker,robert55@example.com,Headshot,2024-11-08,134.52,Lake Rachel,Saskatchewan,Canada,Cash,Tuesday,17:00
Mark Carpenter,kennedyjames@example.org,Real Estate,2025-02-19,263.19,Yorkfort,Manitoba,Canada,e-Transfer,Tuesday,11:00
Scott Taylor,matthewbenitez@example.com,Headshot,2024-05-30,293.0,Morenochester,Quebec,Canada,PayPal,Wednesday,17:00
William Edwards,smithjoshua@example.org,Portrait (Studio),2024-11-04,289.52,Port Christopher,Saskatchewan,Canada,PayPal,Tuesday,15:00
Beverly Hamilton,epowell@example.com,Headshot,2024-04-09,276.25,South Kristen,Manitoba,Canada,e-Transfer,Wednesday,15:00
Frank Whitaker,andrewsmith@example.net,Portrait (Studio),2024-07-08,180.47,Lake Nathan,Nova Scotia,Canada,e-Transfer,Friday,15:00
Kevin Jackson,evanskelly@example.net,Product,2024-10-15,512.08,Larryville,Saskatchewan,Canada,Credit Card,Wednesday,10:00
Steven Howard,frederickmeadows@example.com,Portrait (Studio),2024-04-14,381.0,Ryanberg,Quebec,Canada,PayPal,Wednesday,17:00
Alex Wagner,richardsondebra@example.org,Product,2024-08-23,392.36,Lake Traci,Quebec,Canada,Credit Card,Friday,14:00
Amber Rodriguez,williamsdarrell@example.com,Real Estate,2024-08-25,401.54,Kelseyton,Indiana,United States,PayPal,Tuesday,09:30
Michael Smith,qstanley@example.net,Headshot,2024-07-15,158.21,Thomasberg,Saskatchewan,Canada,Cash,Monday,15:00
Nathan Wilson,glovertyler@example.net,Wedding,2024-06-20,2766.74,South Maria,Saskatchewan,Canada,Cash,Saturday,14:00
Jason Martin,slozano@example.com,Event,2024-08-07,885.48,Marieborough,Saskatchewan,Canada,Credit Card,Saturday,15:00
Maureen Hernandez,chancharles@example.net,Product,2024-05-15,190.26,North Emilyville,Pennsylvania,United States,e-Transfer,Friday,10:00
Elizabeth Marshall MD,morganphelps@example.com,Product,2025-01-26,229.1,Dawnmouth,Quebec,Canada,e-Transfer,Monday,12:00
Peter Williams,elizabethjackson@example.com,Wedding,2025-03-01,1221.31,Ronaldville,British Columbia,Canada,Cash,Saturday,11:00
Grant Wilson,rrivers@example.com,Headshot,2024-12-16,235.83,Natalieland,British Columbia,Canada,PayPal,Thursday,11:00
Michael Brown,dalepruitt@example.com,Product,2025-01-26,200.69,Marshburgh,Saskatchewan,Canada,e-Transfer,Tuesday,14:00
Lisa Huffman,timothyfreeman@example.com,Headshot,2024-09-16,146.55,Whitefurt,Pennsylvania,United States,Cash,Wednesday,15:00
Megan Saunders,tiffanysantiago@example.com,Product,2024-10-14,437.43,West Dianatown,Ontario,Canada,Cash,Thursday,12:00
Mr. Martin Hernandez,smithsarah@example.net,Headshot,2025-02-12,123.85,South Dorothybury,Quebec,Canada,Credit Card,Tuesday,15:00
Erica Rivera,brent38@example.net,Portrait (Studio),2024-08-24,245.89,Boothland,British Columbia,Canada,Credit Card,Thursday,15:00
Joan Gates,fstewart@example.net,Portrait (Studio),2024-12-03,313.42,North Stephen,Massachusetts,United States,Venmo,Tuesday,11:00
Samantha Conner,pamela83@example.net,Engagement,2024-12-09,321.62,South Robertside,Saskatchewan,Canada,Credit Card,Friday,17:00
Sarah Rivera,xmoran@example.net,Headshot,2024-09-20,329.03,Michaelton,Georgia,United States,PayPal,Wednesday,15:00
Ronald Brandt,amy51@example.org,Event,2025-03-02,437.87,Port Donnatown,Nova Scotia,Canada,PayPal,Saturday,15:00
Levi Lopez,ylewis@example.org,Product,2024-12-26,261.36,Taylorchester,Manitoba,Canada,e-Transfer,Friday,10:00
Steven Ellis,tamarasmith@example.net,Wedding,2024-04-25,3309.66,Port Robertshire,Pennsylvania,United States,Venmo,Saturday,14:00
Priscilla Kent,jessicaanderson@example.com,Product,2024-12-04,384.15,Robersonfort,Maryland,United States,e-Transfer,Monday,14:00
Lee Schwartz,joshuastuart@example.com,Wedding,2024-09-20,3267.45,Williamfurt,Quebec,Canada,Cash,Saturday,11:00
Nicole Evans,jennifer83@example.org,Event,2024-06-23,807.52,East Robert,Saskatchewan,Canada,Credit Card,Sunday,19:00
Miss Tina Gordon,jennifer58@example.com,Event,2024-11-07,529.01,Glendaberg,Maryland,United States,Credit Card,Thursday,19:00
Ryan Stokes,johnsondustin@example.net,Wedding,2024-04-28,2174.5,Craigside,Tennessee,United States,Credit Card,Friday,11:00
Miss Brianna Brown,james80@example.com,Portrait (Studio),2025-01-30,252.22,Karenburgh,British Columbia,Canada,Cash,Tuesday,17:00
Natalie Hoffman,williamrobles@example.net,Event,2024-07-22,1082.66,New Mirandaside,Missouri,United States,PayPal,Sunday,15:00
Amy Manning,christinenorman@example.com,Headshot,2025-02-05,315.07,South Paulmouth,Manitoba,Canada,PayPal,Monday,11:00
Christina Hardy,kellythompson@example.net,Headshot,2024-05-05,344.68,Kariside,Alberta,Canada,Cash,Monday,11:00
Jeffrey Hawkins,eugenesingleton@example.org,Real Estate,2024-08-06,264.13,Lake Willie,British Columbia,Canada,PayPal,Tuesday,09:30
Anthony Randolph,tracy98@example.com,Portrait (Studio),2024-05-04,197.12,North Eric,Manitoba,Canada,Credit Card,Monday,11:00
Rachel Moore,odavis@example.org,Engagement,2024-12-06,261.82,Aliciaburgh,Massachusetts,United States,Cash,Monday,17:00
Lisa Wells,wilsonmichael@example.org,Headshot,2025-03-05,275.82,Michaelborough,Washington,United States,e-Transfer,Monday,11:00
Thomas Landry,uscott@example.com,Engagement,2024-04-17,361.93,North Felicia,Quebec,Canada,e-Transfer,Monday,11:00
Andrew Villanueva,lukemiller@example.org,Real Estate,2024-06-08,347.21,Williehaven,Quebec,Canada,PayPal,Wednesday,09:30
Jessica Garcia,elucas@example.net,Event,2024-12-15,570.45,Lake Cameronborough,Arizona,United States,Cash,Thursday,19:00
Anthony Bauer,andrewsjeremy@example.com,Event,2024-09-04,342.2,South Jenniferton,Nova Scotia,Canada,e-Transfer,Saturday,19:00
James Wilson,maychristine@example.net,Headshot,2024-11-08,204.08,Mccoychester,Quebec,Canada,Cash,Tuesday,15:00
Michael Obrien,kathy76@example.com,Engagement,2025-02-02,454.8,West Sarahville,Massachusetts,United States,Credit Card,Wednesday,17:00
James Salinas,susan24@example.net,Real Estate,2025-02-26,276.82,South Ericbury,Washington,United States,PayPal,Thursday,13:30
Kristen Martinez,armstrongphillip@example.net,Portrait (Studio),2025-03-20,200.83,Susantown,Ontario,Canada,PayPal,Monday,15:00
Taylor York,eugenewalker@example.com,Wedding,2024-06-18,1817.46,Jasonstad,Ohio,United States,Cash,Saturday,11:00
Sarah Randolph,enewman@example.com,Headshot,2024-12-09,267.86,Lake Lauren,New Jersey,United States,Venmo,Tuesday,15:00
Mr. Carl Rios,mitchellchad@example.org,Wedding,2024-08-02,1687.16,Coreyshire,Quebec,Canada,PayPal,Saturday,11:00
Brittany Knight,susan20@example.com,Event,2024-07-07,1123.61,Murphyport,Alberta,Canada,e-Transfer,Saturday,15:00
Ryan Taylor,natalie77@example.com,Portrait (Studio),2025-01-16,215.39,Lake Jodi,Ontario,Canada,Cash,Friday,15:00
Angela Ramirez,patriciagonzalez@example.net,Product,2025-02-26,527.88,Arnoldburgh,Alberta,Canada,Credit Card,Tuesday,12:00
Lynn Hess,nhammond@example.org,Real Estate,2024-10-26,448.35,Lake Charlestown,Manitoba,Canada,Cash,Tuesday,09:30
Daniel Barton,dennis88@example.org,Portrait (Studio),2024-08-31,188.1,Valdezberg,Manitoba,Canada,PayPal,Wednesday,11:00
Brenda Moore,jillwebb@example.com,Event,2024-04-22,795.58,Lake Johnburgh,Saskatchewan,Canada,Cash,Saturday,15:00
Andrew Clark,paul70@example.org,Event,2025-04-01,451.41,Hallview,Missouri,United States,e-Transfer,Saturday,12:00
Denise Harmon,nicholasgray@example.net,Engagement,2024-12-03,475.07,Dakotahaven,Indiana,United States,Credit Card,Friday,17:00
Heather Parrish,msparks@example.org,Product,2024-10-08,531.01,New Johnbury,Quebec,Canada,PayPal,Monday,10:00
Mason Lewis,ericguzman@example.org,Wedding,2024-12-05,2826.49,South Gabriel,Ontario,Canada,Cash,Saturday,19:00
Mr. Daniel Martin,cjohnson@example.org,Headshot,2024-11-03,221.96,Shepherdville,Ontario,Canada,Credit Card,Monday,17:00
Kenneth Brown,sandra86@example.net,Real Estate,2025-03-28,394.43,East Crystal,Indiana,United States,e-Transfer,Friday,11:00
Claire Obrien,kdillon@example.org,Product,2025-02-05,572.87,Lake Jessicaport,Indiana,United States,PayPal,Tuesday,10:00
Lisa Dixon,jennifercooper@example.com,Engagement,2024-11-12,257.58,Port Brandi,British Columbia,Canada,Cash,Friday,15:00
Dale Heath,mserrano@example.org,Wedding,2024-06-11,2058.02,East Nicholasberg,Michigan,United States,Credit Card,Saturday,14:00
